r[cm]	λ[cm]	Q_ext	Q_sca	g
0.02097152	0.0012611611611611612	2.0881251548043354	1.2189426140672233	0.8814222102193325
0.02097152	0.0012640640640640642	2.0882811430069976	1.2184241444888257	0.8818947527064058
0.02097152	0.001266966966966967	2.088436671982396	1.2179072503952637	0.8823661390882638
0.02097152	0.00126986986986987	2.0885917320805345	1.2173919678069713	0.8828363382651536
0.02097152	0.001272772772772773	2.088746314535935	1.2168783333638364	0.8833053187081922
0.02097152	0.0012756756756756758	2.0889004093394283	1.2163663843374186	0.8837730484543305
0.02097152	0.0012785785785785788	2.0890540067786953	1.2158561586433974	0.8842394951012779
0.02097152	0.0012814814814814815	2.089206848605417	1.215539326811599	0.8845482590346313
0.02097152	0.0012843843843843845	2.08935909530539	1.2155186485110487	0.8846155553822692
0.02097152	0.0012872872872872875	2.089511257321412	1.2155002841577838	0.8846811799896467
0.02097152	0.0012901901901901903	2.089663335960274	1.215484243345957	0.8847451275709186
0.02097152	0.0012930930930930933	2.089815332235907	1.21547053564746	0.8848073928746062
0.02097152	0.001295995995995996	2.0899672482306526	1.2154591706110986	0.8848679706841092
0.02097152	0.001298898898898899	2.0901190849049307	1.2154501577617323	0.8849268558182105
0.02097152	0.001301801801801802	2.0902708436791118	1.215443506599443	0.8849840431315904
0.02097152	0.0013047047047047048	2.0904225256656055	1.2154392265986986	0.885039527515331
0.02097152	0.0013076076076076078	2.0905741330949765	1.2154373272074839	0.8850933038974249
0.02097152	0.0013105105105105106	2.090725667023261	1.215437817846456	0.8851453672432832
0.02097152	0.0013134134134134136	2.090877128985686	1.2154407079080825	0.8851957125562383
0.02097152	0.0013163163163163166	2.091022484530577	1.2155684626394356	0.8851384082030785
0.02097152	0.0013192192192192193	2.0911677712308747	1.2156983318105419	0.885079439244952
0.02097152	0.0013221221221221223	2.091313041335777	1.2158292636526642	0.885019715414943
0.02097152	0.001325025025025025	2.091458295799563	1.2159612581143637	0.8849592375288824
0.02097152	0.001327927927927928	2.0916035351828564	1.2160943151293646	0.8848980064124808
0.02097152	0.001330830830830831	2.091748761320114	1.2162284346165813	0.8848360229012998
0.02097152	0.0013337337337337339	2.0918939746435217	1.2163636164801492	0.8847732878407221
0.02097152	0.0013366366366366368	2.092039176108422	1.2164998606094617	0.8847098020859206
0.02097152	0.0013395395395395396	2.0921843666679076	1.216637166879195	0.8846455665018267
0.02097152	0.0013424424424424426	2.092326983787211	1.2167873733589611	0.8845682655627408
0.02097152	0.0013453453453453456	2.0924685118234967	1.216943115120515	0.8844854088632793
0.02097152	0.0013482482482482484	2.0926100119532727	1.2170994025430695	0.8844021615081118
0.02097152	0.0013511511511511514	2.09275148475845	1.2172562350992415	0.8843185243244672
0.02097152	0.0013540540540540541	2.092892930443301	1.2174136122575852	0.8842344981412033
0.02097152	0.0013569569569569571	2.093034350424235	1.2175715334826045	0.8841500837887889
0.02097152	0.0013598598598598601	2.093175744782984	1.2177299982347871	0.8840652820992879
0.02097152	0.001362762762762763	2.0933171140948534	1.2178890059706236	0.8839800939063479
0.02097152	0.0013656656656656659	2.0934584589313507	1.218048556142658	0.8838945200451789
0.02097152	0.0013685685685685687	2.0935997795314414	1.2182086481994994	0.8838085613525443
0.02097152	0.0013714714714714716	2.0937410771998946	1.2183692815858476	0.883722218666741
0.02097152	0.0013743743743743746	2.093882352069017	1.2185304557425414	0.8836354928275867
0.02097152	0.0013772772772772774	2.094023604703679	1.2186921701065705	0.8835483846764035
0.02097152	0.0013801801801801804	2.0941648352715885	1.218854424111106	0.8834608950560033
0.02097152	0.0013830830830830832	2.0943002095359184	1.2190594256096585	0.8833321270932615
0.02097152	0.0013859859859859862	2.094431633878144	1.219292363598265	0.8831762867608255
0.02097152	0.001388888888888889	2.0945629522044245	1.219525183562814	0.8830205214829792
0.02097152	0.001391791791791792	2.0946941647110857	1.2197578856810847	0.8828648313093616
0.02097152	0.001394694694694695	2.0948252712270463	1.2199904701300253	0.8827092162891299
0.02097152	0.0013975975975975977	2.0949562727611086	1.2202229370857371	0.882553676470961
0.02097152	0.0014005005005005007	2.0950871690298105	1.22045528672349	0.8823982119030503
0.02097152	0.0014034034034034035	2.095217960226047	1.2206875192177429	0.882242822633121
0.02097152	0.0014063063063063065	2.095348646539981	1.2209196347421212	0.882087508708419
0.02097152	0.0014092092092092094	2.0954792278118943	1.221151633469453	0.8819322701757203
0.02097152	0.0014121121121121122	2.0956097050048883	1.2213835155717507	0.8817771070813304
0.02097152	0.0014150150150150152	2.0957400778539816	1.2216152812202343	0.8816220194710875
0.02097152	0.001417917917917918	2.095870346546097	1.221846930585325	0.8814670073903645
0.02097152	0.001420820820820821	2.095998204837261	1.2220351349107974	0.8813451105100771
0.02097152	0.001423723723723724	2.0961206086155997	1.222123050416483	0.881299656115658
0.02097152	0.0014266266266266267	2.096242890541964	1.2222110215698574	0.8812541189968492
0.02097152	0.0014295295295295297	2.0963650504006583	1.2222990483493386	0.8812084993258833
0.02097152	0.0014324324324324325	2.0964870884163114	1.2223871307325143	0.8811627972747337
0.02097152	0.0014353353353353355	2.0966090048110924	1.2224752686961744	0.8811170130151147
0.02097152	0.0014382382382382385	2.096730799462853	1.2225634622162955	0.8810711467184829
0.02097152	0.0014411411411411413	2.096852473352562	1.2226517112680544	0.8810251985560356
0.02097152	0.0014440440440440442	2.0969740262580063	1.2227400158258386	0.8809791686987135
0.02097152	0.001446946946946947	2.097095458398092	1.2228283758632528	0.8809330573172002
0.02097152	0.00144984984984985	2.097216769989368	1.222916791353132	0.8808868645819234
0.02097152	0.001452752752752753	2.097337960893157	1.2230052622675323	0.8808405906630543
0.02097152	0.0014556556556556558	2.0974590321083033	1.2230937885777553	0.8807942357305105
0.02097152	0.0014585585585585588	2.0975799833948456	1.223182370254346	0.8807477999539539
0.02097152	0.0014614614614614615	2.0977008149663092	1.2232710072671034	0.8807012835027926
0.02097152	0.0014643643643643645	2.0978215270339353	1.2233596995850864	0.8806546865461813
0.02097152	0.0014672672672672675	2.097942119433123	1.2234484471766238	0.8806080092530207
0.02097152	0.0014701701701701703	2.0980625932023083	1.2235372500093151	0.8805612517919619
0.02097152	0.0014730730730730733	2.098182948071807	1.2236261080500361	0.8805144143314008
0.02097152	0.001475975975975976	2.098301189652886	1.2236892066245422	0.8804866085711854
0.02097152	0.001478878878878879	2.0984158775597006	1.2237080654142505	0.8804915196436177
0.02097152	0.001481781781781782	2.0985304500702084	1.2237272569784714	0.8804961505763029
0.02097152	0.0014846846846846848	2.0986449070723365	1.2237467813787914	0.8805005015371349
0.02097152	0.0014875875875875878	2.098759249471446	1.2237666386735693	0.8805045726950232
0.02097152	0.0014904904904904906	2.0988734770655704	1.2237868289179707	0.8805083642198915
0.02097152	0.0014933933933933936	2.0989875900552333	1.2238073521639559	0.8805118762826755
0.02097152	0.0014962962962962966	2.0991015886379483	1.223828208460306	0.8805151090553254
0.02097152	0.0014991991991991993	2.099215472654416	1.2238493978526126	0.8805180627108
0.02097152	0.0015021021021021023	2.0993292430812818	1.2238709203833131	0.8805207374230717
0.02097152	0.001505005005005005	2.0994428996612444	1.223892776091671	0.8805231333671195
0.02097152	0.001507907907907908	2.0995564425851128	1.2239149650138024	0.8805252507189305
0.02097152	0.001510810810810811	2.0996698720406934	1.2239374871826845	0.8805270896554996
0.02097152	0.0015137137137137139	2.0997831878080198	1.2239603426281573	0.8805286503548265
0.02097152	0.0015166166166166169	2.099894698361049	1.2238270777073825	0.8806551744053418
0.02097152	0.0015195195195195196	2.1000059763218597	1.2236782549273686	0.8807941461608738
0.02097152	0.0015224224224224226	2.1001171965956495	1.223529741508873	0.8809328646169746
0.02097152	0.0015253253253253254	2.100228359941713	1.2233815394658187	0.8810713286782803
0.02097152	0.0015282282282282284	2.1003394671177706	1.223233650817001	0.8812095372468617
0.02097152	0.0015311311311311314	2.100450518504554	1.223086077586096	0.8813474892222324
0.02097152	0.0015340340340340341	2.1005615156868513	1.222938821801663	0.8814851835013511
0.02097152	0.0015369369369369371	2.100672458948055	1.2227918854971442	0.8816226189786285
0.02097152	0.00153983983983984	2.1007833490443364	1.2226452707108637	0.8817597945459308
0.02097152	0.001542742742742743	2.100894186730154	1.222498979486047	0.8818967090925874
0.02097152	0.001545645645645646	2.1010049727584112	1.2223530138708005	0.8820333615053931
0.02097152	0.0015485485485485487	2.101115707521353	1.22220737591813	0.8821697506686178
0.02097152	0.0015514514514514517	2.1012263925617045	1.2220620676859386	0.8823058754640086
0.02097152	0.0015543543543543544	2.1013370281800756	1.2219170912370252	0.8824417347707987
0.02097152	0.0015572572572572574	2.10144761512742	1.221772448639079	0.8825773274657098
0.02097152	0.0015601601601601604	2.1015581541529804	1.2216281419646908	0.8827126524229606
0.02097152	0.0015630630630630632	2.1016713036264276	1.2214440832474056	0.8828822142034954
0.02097152	0.0015659659659659662	2.1017856291538948	1.2212415674346422	0.8830676361725545
0.02097152	0.001568868868868869	2.10189990472022	1.2210390484401077	0.8832530261942717
0.02097152	0.001571771771771772	2.1020141307103493	1.2208365274593116	0.8834383835601042
0.02097152	0.001574674674674675	2.102128307955692	1.2206340056944078	0.8836237075575029
0.02097152	0.0015775775775775777	2.102242437290236	1.2204314843542472	0.8838089974698959
0.02097152	0.0015804804804804807	2.1023565195507405	1.2202289646544395	0.8839942525766712
0.02097152	0.0015833833833833835	2.1024705552169918	1.2200264478174032	0.8841794721531576
0.02097152	0.0015862862862862865	2.102584545923283	1.2198239350724516	0.8843646554706055
0.02097152	0.0015891891891891895	2.102698492069679	1.2196214276558155	0.8845498017961733
0.02097152	0.0015920920920920922	2.1028123945082102	1.2194189268107312	0.8847349103929029
0.02097152	0.0015949949949949952	2.102926254093737	1.2192164337874833	0.8849199805197051
0.02097152	0.001597897897897898	2.1030400716841307	1.2190139498434778	0.8851050114313371
0.02097152	0.001600800800800801	2.103156848255378	1.2188030877985208	0.8852990945602704
0.02097152	0.001603703703703704	2.103276357727757	1.218584226278408	0.8855017423069932
0.02097152	0.0016066066066066067	2.103395787115979	1.218365146636166	0.8857044955741775
0.02097152	0.0016095095095095097	2.1035151366617457	1.218145848700604	0.885907354237374
0.02097152	0.0016124124124124125	2.103634406605933	1.2179263322985368	0.8861103181705614
0.02097152	0.0016153153153153155	2.103753597188763	1.2177065972547871	0.8863133872461384
0.02097152	0.0016182182182182185	2.10387270824516	1.217486643392164	0.8865165613349169
0.02097152	0.0016211211211211213	2.1039917409019293	1.2172664705314749	0.8867198403061134
0.02097152	0.0016240240240240243	2.1041106949002186	1.217046078491498	0.886923224027344
0.02097152	0.001626926926926927	2.1042295704815293	1.216825467088987	0.8871267123646145
0.02097152	0.00162982982982983	2.1043483678866317	1.2166046361386549	0.8873303051823127
0.02097152	0.001632732732732733	2.10446708735572	1.2163835854531662	0.8875340023432028
0.02097152	0.0016356356356356358	2.1045857291285426	1.2161623148431298	0.8877378037084129
0.02097152	0.0016385385385385388	2.1047042930818636	1.2159408241170861	0.8879417091374326
0.02097152	0.0016414414414414416	2.1048227802489388	1.2157191130815106	0.8881457184881016
0.02097152	0.0016443443443443445	2.1049411904243	1.2154971815407887	0.8883498316166037
0.02097152	0.0016472472472472475	2.10505952384926	1.215275029297225	0.888554048377459
0.02097152	0.0016501501501501503	2.10517778076462	1.2150526561510104	0.8887583686235132
0.02097152	0.0016530530530530533	2.1052959614108233	1.214830061900233	0.8889627922059334
0.02097152	0.001655955955955956	2.1054140656145734	1.2146072463408535	0.8891673189741952
0.02097152	0.001658858858858859	2.105532094519916	1.2143842092667045	0.8893719487760778
0.02097152	0.0016617617617617618	2.1056500478619227	1.2141609504694808	0.8895766814576552
0.02097152	0.0016646646646646648	2.105767925883124	1.2139374697387288	0.8897815168632888
0.02097152	0.0016675675675675678	2.1058857288256005	1.2137137668618305	0.8899864548356169
0.02097152	0.0016704704704704706	2.10600555944588	1.213472571826125	0.8902071128620184
0.02097152	0.0016733733733733736	2.1061287098982633	1.2132028409516848	0.8904534643387526
0.02097152	0.0016762762762762764	2.106251705803987	1.212932907732195	0.8906998794397086
0.02097152	0.0016791791791791794	2.106374546904518	1.2126627722516259	0.8909463570734824
0.02097152	0.0016820820820820823	2.106497231582709	1.2123924345944022	0.8911928961387805
0.02097152	0.0016849849849849851	2.1066197586899906	1.2121218948454473	0.8914394955243439
0.02097152	0.001687887887887888	2.1067421270624584	1.2118511530901974	0.8916861541088643
0.02097152	0.0016907907907907909	2.106864335520832	1.211580209414641	0.8919328707609068
0.02097152	0.0016936936936936939	2.106986382870367	1.2113090639053317	0.8921796443388248
0.02097152	0.0016965965965965969	2.1071082675103003	1.2110377166494282	0.8924264736906791
0.02097152	0.0016994994994994996	2.1072299890659996	1.21076616773473	0.8926733576541552
0.02097152	0.0017024024024024026	2.1073515458222185	1.2104944172496936	0.8929202950564784
0.02097152	0.0017053053053053054	2.1074729365235005	1.2102224652834712	0.8931672847143296
0.02097152	0.0017082082082082084	2.1075941598979226	1.209950311925951	0.8934143254337602
0.02097152	0.0017111111111111114	2.107715214656993	1.2096779572677692	0.8936614160101045
0.02097152	0.0017140140140140142	2.107836099495566	1.2094054014003537	0.8939085552278921
0.02097152	0.0017169169169169171	2.1079568126933057	1.2091326444159565	0.8941557418607592
0.02097152	0.00171981981981982	2.108077353778794	1.2088596864076953	0.8944029746713614
0.02097152	0.001722722722722723	2.1081977209146947	1.2085865274695777	0.8946502524112802
0.02097152	0.001725625625625626	2.1083179127300653	1.2083131676965493	0.894897573820936
0.02097152	0.0017285285285285287	2.1084379278362024	1.2080396071845336	0.8951449376294949
0.02097152	0.0017314314314314317	2.108557764826529	1.2077658460304626	0.8953923425547758
0.02097152	0.0017343343343343344	2.1086774222764744	1.2074918843323124	0.8956397873031567
